Number,Name,Size(m),Weight(lb),Weight(kg),PokedexColor,Type1,Type2,Evolution,NormalDamage,FireDamage,WaterDamage,ElectricDamage,GrassDamage,IceDamage,FightingDamage,PoisonDamage,GroundDamage,FlyingDamage,PsychcDamage,BugDamage,RockDamage,GhostDamage,DragonDamage,DarkDamage,SteelDamage,FairyDamage
638,Cobalion,,,,,Steel,Fighting,[],*0.5,*2,*1,*1,*0.5,*0.5,*2,*0,*2,*1,*1,*0.25,*0.25,*1,*0.5,*0.5,*0.5,*1
639,Terrakion,,,,,Rock,Fighting,[],*0.5,*0.5,*2,*1,*2,*1,*2,*0.5,*2,*1,*2,*0.5,*0.5,*1,*1,*0.5,*2,*2
640,Virizion,,,,,Grass,Fighting,[],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*4,*2,*1,*0.5,*1,*1,*0.5,*1,*2
641,Tornadus,1.5,138.9,63.0, Green,Flying,,[],*1,*1,*1,*2,*0.5,*2,*0.5,*1,*0,*1,*1,*0.5,*2,*1,*1,*1,*1,*1
642,Thundurus,1.5,134.5,61.0, Blue,Electric,Flying,[],*1,*1,*1,*1,*0.5,*2,*0.5,*1,*0,*0.5,*1,*0.5,*2,*1,*1,*1,*0.5,*1
643,Reshiram,,,,,Dragon,Fire,[],*1,*0.25,*1,*0.5,*0.25,*1,*1,*1,*2,*1,*1,*0.5,*2,*1,*2,*1,*0.5,*1
644,Zekrom,,,,,Dragon,Electric,[],*1,*0.5,*0.5,*0.25,*0.5,*2,*1,*1,*2,*0.5,*1,*1,*1,*1,*2,*1,*0.5,*2
645,Landorus,1.5,149.9,68.0, Brown,Ground,Flying,[],*1,*1,*2,*0,*1,*4,*0.5,*0.5,*0,*1,*1,*0.5,*1,*1,*1,*1,*1,*1
646,Kyurem,3.0,716.5,325.0, Gray,Dragon,Ice,[],*1,*1,*0.5,*0.5,*0.5,*1,*2,*1,*1,*1,*1,*1,*2,*1,*2,*1,*2,*2
647,Keldeo,,,,,Water,Fighting,[],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*0.5,*2
648,Meloetta,0.6,14.3,6.5, White,Normal,Psychic,[],*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*2,*1,*0,*1,*2,*1,*1
649,Genesect,,,,,Bug,Steel,[],*0.5,*4,*1,*1,*0.25,*0.5,*1,*0,*1,*1,*0.5,*0.5,*1,*1,*0.5,*1,*0.5,*0.5
650,Chespin,0.4,19.8,9.0, Green,Grass,,"[651, 652]",*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
651,Quilladin,0.7,63.9,29.0, Green,Grass,,[652],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
652,Chesnaught,1.6,198.4,90.0, Green,Grass,Fighting,[],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*4,*2,*1,*0.5,*1,*1,*0.5,*1,*2
653,Fennekin,0.4,20.7,9.4, Red,Fire,,"[654, 655]",*1,*0.5,*2,*1,*0.5,*0.5,*1,*1,*2,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*0.5
654,Braixen,1.0,32.0,14.5, Red,Fire,,[655],*1,*0.5,*2,*1,*0.5,*0.5,*1,*1,*2,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*0.5
655,Delphox,1.5,86.0,39.0, Red,Fire,Psychic,[],*1,*0.5,*2,*1,*0.5,*0.5,*0.5,*1,*2,*1,*0.5,*1,*2,*2,*1,*2,*0.5,*0.5
656,Froakie,0.3,15.4,7.0, Blue,Water,,"[657, 658]",*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
657,Frogadier,0.6,24.0,10.9, Blue,Water,,[658],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
658,Greninja,1.5,88.2,40.0, Blue,Water,Dark,[],*1,*0.5,*0.5,*2,*2,*0.5,*2,*1,*1,*1,*0,*2,*1,*0.5,*1,*0.5,*0.5,*2
659,Bunnelby,0.4,11.0,5.0, Brown,Normal,,[660],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
660,Diggersby,1.0,93.5,42.4, Brown,Normal,Ground,[],*1,*1,*2,*0,*2,*2,*2,*0.5,*1,*1,*1,*1,*0.5,*0,*1,*1,*1,*1
661,Fletchling,0.3,3.7,1.7, Red,Normal,Flying,"[662, 663]",*1,*1,*1,*2,*0.5,*2,*1,*1,*0,*1,*1,*0.5,*2,*0,*1,*1,*1,*1
662,Fletchinder,0.7,35.3,16.0, Red,Fire,Flying,[663],*1,*0.5,*2,*2,*0.25,*1,*0.5,*1,*0,*1,*1,*0.25,*4,*1,*1,*1,*0.5,*0.5
663,Talonflame,1.2,54.0,24.5, Red,Fire,Flying,[],*1,*0.5,*2,*2,*0.25,*1,*0.5,*1,*0,*1,*1,*0.25,*4,*1,*1,*1,*0.5,*0.5
664,Scatterbug,0.3,5.5,2.5, Black,Bug,,"[665, 666]",*1,*2,*1,*1,*0.5,*1,*0.5,*1,*0.5,*2,*1,*1,*2,*1,*1,*1,*1,*1
665,Spewpa,0.3,18.5,8.4, Black,Bug,,[666],*1,*2,*1,*1,*0.5,*1,*0.5,*1,*0.5,*2,*1,*1,*2,*1,*1,*1,*1,*1
666,Vivillon,1.2,37.5,17.0, White,Bug,Flying,[],*1,*2,*1,*2,*0.25,*2,*0.25,*1,*0,*2,*1,*0.5,*4,*1,*1,*1,*1,*1
667,Litleo,0.6,29.8,13.5, Brown,Fire,Normal,[668],*1,*0.5,*2,*1,*0.5,*0.5,*2,*1,*2,*1,*1,*0.5,*2,*0,*1,*1,*0.5,*0.5
668,Pyroar,1.5,179.7,81.5, Brown,Fire,Normal,[],*1,*0.5,*2,*1,*0.5,*0.5,*2,*1,*2,*1,*1,*0.5,*2,*0,*1,*1,*0.5,*0.5
669,Flabébé,0.1,0.2,0.1, White,Fairy,,"[670, 671]",*1,*1,*1,*1,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*1,*1,*0,*0.5,*2,*1
670,Floette,0.2,2.0,0.9, White,Fairy,,[671],*1,*1,*1,*1,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*1,*1,*0,*0.5,*2,*1
671,Florges,1.1,22.0,10.0, White,Fairy,,[],*1,*1,*1,*1,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*1,*1,*0,*0.5,*2,*1
672,Skiddo,0.9,68.3,31.0, Brown,Grass,,[673],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
673,Gogoat,1.7,200.6,91.0, Brown,Grass,,[],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
674,Pancham,0.6,17.6,8.0, White,Fighting,,[675],*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
675,Pangoro,2.1,299.8,136.0, White,Fighting,Dark,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*2,*0,*1,*0.5,*0.5,*1,*0.25,*1,*4
676,Furfrou,,,,,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
677,Espurr,0.3,7.7,3.5, Gray,Psychic,,[678],*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
678,Meowstic,0.6,18.7,8.5, Blue,Psychic,,[],*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
679,Honedge,,,,,Steel,Ghost,"[680, 681]",*0,*2,*1,*1,*0.5,*0.5,*0,*0,*2,*0.5,*0.5,*0.25,*0.5,*2,*0.5,*2,*0.5,*0.5
680,Doublade,,,,,Steel,Ghost,[681],*0,*2,*1,*1,*0.5,*0.5,*0,*0,*2,*0.5,*0.5,*0.25,*0.5,*2,*0.5,*2,*0.5,*0.5
681,Aegislash,,,,,Steel,Ghost,[],*0,*2,*1,*1,*0.5,*0.5,*0,*0,*2,*0.5,*0.5,*0.25,*0.5,*2,*0.5,*2,*0.5,*0.5
682,Spritzee,0.2,1.1,0.5, Pink,Fairy,,[683],*1,*1,*1,*1,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*1,*1,*0,*0.5,*2,*1
683,Aromatisse,0.8,34.2,15.5, Pink,Fairy,,[],*1,*1,*1,*1,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*1,*1,*0,*0.5,*2,*1
684,Swirlix,0.4,7.7,3.5, White,Fairy,,[685],*1,*1,*1,*1,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*1,*1,*0,*0.5,*2,*1
685,Slurpuff,0.8,11.0,5.0, White,Fairy,,[],*1,*1,*1,*1,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*1,*1,*0,*0.5,*2,*1
686,Inkay,0.4,7.7,3.5, Blue,Dark,Psychic,[687],*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0,*4,*1,*1,*1,*1,*1,*2
687,Malamar,1.5,103.6,47.0, Blue,Dark,Psychic,[],*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0,*4,*1,*1,*1,*1,*1,*2
688,Binacle,0.5,68.3,31.0, Brown,Rock,Water,[689],*0.5,*0.25,*1,*2,*4,*0.5,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1
689,Barbaracle,1.3,211.6,96.0, Brown,Rock,Water,[],*0.5,*0.25,*1,*2,*4,*0.5,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1
690,Skrelp,0.5,16.1,7.3, Brown,Poison,Water,[691],*1,*0.5,*0.5,*2,*1,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*1,*1,*1,*1,*0.5,*0.5
691,Dragalge,1.8,179.7,81.5, Brown,Poison,Dragon,[],*1,*0.5,*0.5,*0.5,*0.25,*2,*0.5,*0.5,*2,*1,*2,*0.5,*1,*1,*2,*1,*1,*1
692,Clauncher,,,,,Water,,[693],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
693,Clawitzer,,,,,Water,,[],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
694,Helioptile,0.5,13.2,6.0, Yellow,Electric,Normal,[695],*1,*1,*1,*0.5,*1,*1,*2,*1,*2,*0.5,*1,*1,*1,*0,*1,*1,*0.5,*1
695,Heliolisk,1.0,46.3,21.0, Yellow,Electric,Normal,[],*1,*1,*1,*0.5,*1,*1,*2,*1,*2,*0.5,*1,*1,*1,*0,*1,*1,*0.5,*1
696,Tyrunt,0.8,57.3,26.0, Brown,Rock,Dragon,[697],*0.5,*0.25,*1,*0.5,*1,*2,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*2,*1,*2,*2
697,Tyrantrum,2.5,595.2,270.0, Red,Rock,Dragon,[],*0.5,*0.25,*1,*0.5,*1,*2,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*2,*1,*2,*2
698,Amaura,1.3,55.6,25.2, Blue,Rock,Ice,[699],*0.5,*1,*2,*1,*2,*0.5,*4,*0.5,*2,*0.5,*1,*1,*2,*1,*1,*1,*4,*1
699,Aurorus,2.7,496.0,225.0, Blue,Rock,Ice,[],*0.5,*1,*2,*1,*2,*0.5,*4,*0.5,*2,*0.5,*1,*1,*2,*1,*1,*1,*4,*1
700,Sylveon,1.0,51.8,23.5, Pink,Fairy,,[],*1,*1,*1,*1,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*1,*1,*0,*0.5,*2,*1
701,Hawlucha,0.8,47.4,21.5, Green,Fighting,Flying,[],*1,*1,*1,*2,*0.5,*2,*0.5,*1,*0,*2,*2,*0.25,*1,*1,*1,*0.5,*1,*2
702,Dedenne,0.2,4.9,2.2, Yellow,Electric,Fairy,[],*1,*1,*1,*0.5,*1,*1,*0.5,*2,*2,*0.5,*1,*0.5,*1,*1,*0,*0.5,*1,*1
703,Carbink,0.3,12.6,5.7, Gray,Rock,Fairy,[],*0.5,*0.5,*2,*1,*2,*1,*1,*1,*2,*0.5,*1,*0.5,*1,*1,*0,*0.5,*4,*1
704,Goomy,0.3,6.2,2.8, Purple,Dragon,,"[705, 706]",*1,*0.5,*0.5,*0.5,*0.5,*2,*1,*1,*1,*1,*1,*1,*1,*1,*2,*1,*1,*2
705,Sliggoo,0.8,38.6,17.5, Purple,Dragon,,[706],*1,*0.5,*0.5,*0.5,*0.5,*2,*1,*1,*1,*1,*1,*1,*1,*1,*2,*1,*1,*2
706,Goodra,2.0,331.8,150.5, Purple,Dragon,,[],*1,*0.5,*0.5,*0.5,*0.5,*2,*1,*1,*1,*1,*1,*1,*1,*1,*2,*1,*1,*2
707,Klefki,0.2,6.6,3.0, Gray,Steel,Fairy,[],*0.5,*2,*1,*1,*0.5,*0.5,*1,*0,*2,*0.5,*0.5,*0.25,*0.5,*1,*0,*0.5,*1,*0.5
708,Phantump,0.4,15.4,7.0, Brown,Ghost,Grass,[709],*0,*2,*0.5,*0.5,*0.5,*2,*0,*1,*0.5,*2,*1,*1,*1,*2,*1,*2,*1,*1
709,Trevenant,1.5,156.5,71.0, Brown,Ghost,Grass,[],*0,*2,*0.5,*0.5,*0.5,*2,*0,*1,*0.5,*2,*1,*1,*1,*2,*1,*2,*1,*1
710,Pumpkaboo,0.3,7.7,3.5, Brown,Ghost,Grass,[711],*0,*2,*0.5,*0.5,*0.5,*2,*0,*1,*0.5,*2,*1,*1,*1,*2,*1,*2,*1,*1
711,Gourgeist,0.7,20.9,9.5, Brown,Ghost,Grass,[],*0,*2,*0.5,*0.5,*0.5,*2,*0,*1,*0.5,*2,*1,*1,*1,*2,*1,*2,*1,*1
712,Bergmite,1.0,219.4,99.5, Blue,Ice,,[713],*1,*2,*1,*1,*1,*0.5,*2,*1,*1,*1,*1,*1,*2,*1,*1,*1,*2,*1
713,Avalugg,2.0,1113.3,505.0, Blue,Ice,,[],*1,*2,*1,*1,*1,*0.5,*2,*1,*1,*1,*1,*1,*2,*1,*1,*1,*2,*1
714,Noibat,0.5,17.6,8.0, Purple,Flying,Dragon,[715],*1,*0.5,*0.5,*1,*0.25,*4,*0.5,*1,*0,*1,*1,*0.5,*2,*1,*2,*1,*1,*2
715,Noivern,1.5,187.4,85.0, Purple,Flying,Dragon,[],*1,*0.5,*0.5,*1,*0.25,*4,*0.5,*1,*0,*1,*1,*0.5,*2,*1,*2,*1,*1,*2
716,Xerneas,,,,,Fairy,,[],*1,*1,*1,*1,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*1,*1,*0,*0.5,*2,*1
717,Yveltal,,,,,Dark,Flying,[],*1,*1,*1,*2,*0.5,*2,*1,*1,*0,*1,*0,*1,*2,*0.5,*1,*0.5,*1,*2
718,Zygarde,5.0,672.4,305.0, Green,Dragon,Ground,[],*1,*0.5,*1,*0,*1,*4,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*2,*1,*1,*2
719,Diancie,0.7,19.4,8.8, Pink,Rock,Fairy,[],*0.5,*0.5,*2,*1,*2,*1,*1,*1,*2,*0.5,*1,*0.5,*1,*1,*0,*0.5,*4,*1
720,Hoopa,0.5,19.8,9.0, Purple,Psychic,Ghost,[],*0,*1,*1,*1,*1,*1,*0,*0.5,*1,*1,*0.5,*1,*1,*4,*1,*4,*1,*1
721,Volcanion,,,,,Fire,Water,[],*1,*0.25,*1,*2,*1,*0.25,*1,*1,*2,*1,*1,*0.5,*2,*1,*1,*1,*0.25,*0.5
722,Rowlet,0.3,3.3,1.5, Brown,Grass,Flying,"[723, 724]",*1,*2,*0.5,*1,*0.25,*4,*0.5,*2,*0,*2,*1,*1,*2,*1,*1,*1,*1,*1
723,Dartrix,0.7,35.3,16.0, Brown,Grass,Flying,[724],*1,*2,*0.5,*1,*0.25,*4,*0.5,*2,*0,*2,*1,*1,*2,*1,*1,*1,*1,*1
724,Decidueye,1.6,80.7,36.6, Brown,Grass,Ghost,[],*0,*2,*0.5,*0.5,*0.5,*2,*0,*1,*0.5,*2,*1,*1,*1,*2,*1,*2,*1,*1
725,Litten,0.4,9.5,4.3, Red,Fire,,"[726, 727]",*1,*0.5,*2,*1,*0.5,*0.5,*1,*1,*2,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*0.5
726,Torracat,0.7,55.1,25.0, Red,Fire,,[727],*1,*0.5,*2,*1,*0.5,*0.5,*1,*1,*2,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*0.5
727,Incineroar,1.8,183.0,83.0, Red,Fire,Dark,[],*1,*0.5,*2,*1,*0.5,*0.5,*2,*1,*2,*1,*0,*1,*2,*0.5,*1,*0.5,*0.5,*1
728,Popplio,0.4,16.5,7.5, Blue,Water,,"[729, 730]",*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
729,Brionne,0.6,38.6,17.5, Blue,Water,,[730],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
730,Primarina,1.8,97.0,44.0, Blue,Water,Fairy,[],*1,*0.5,*0.5,*2,*2,*0.5,*0.5,*2,*1,*1,*1,*0.5,*1,*1,*0,*0.5,*1,*1
731,Pikipek,0.3,2.6,1.2, Black,Normal,Flying,"[732, 733]",*1,*1,*1,*2,*0.5,*2,*1,*1,*0,*1,*1,*0.5,*2,*0,*1,*1,*1,*1
732,Trumbeak,0.6,32.6,14.8, Black,Normal,Flying,[733],*1,*1,*1,*2,*0.5,*2,*1,*1,*0,*1,*1,*0.5,*2,*0,*1,*1,*1,*1
733,Toucannon,1.1,57.3,26.0, Black,Normal,Flying,[],*1,*1,*1,*2,*0.5,*2,*1,*1,*0,*1,*1,*0.5,*2,*0,*1,*1,*1,*1
734,Yungoos,0.4,13.2,6.0, Brown,Normal,,[735],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
735,Gumshoos,0.7,31.3,14.2, Brown,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
736,Grubbin,,,,,Bug,,"[737, 738]",*1,*2,*1,*1,*0.5,*1,*0.5,*1,*0.5,*2,*1,*1,*2,*1,*1,*1,*1,*1
737,Charjabug,,,,,Bug,Electric,[738],*1,*2,*1,*0.5,*0.5,*1,*0.5,*1,*1,*1,*1,*1,*2,*1,*1,*1,*0.5,*1
738,Vikavolt,,,,,Bug,Electric,[],*1,*2,*1,*0.5,*0.5,*1,*0.5,*1,*1,*1,*1,*1,*2,*1,*1,*1,*0.5,*1
739,Crabrawler,0.6,15.4,7.0, Purple,Fighting,,[740],*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
740,Crabominable,1.7,396.8,180.0, White,Fighting,Ice,[],*1,*2,*1,*1,*1,*0.5,*2,*1,*1,*2,*2,*0.5,*1,*1,*1,*0.5,*2,*2
741,Oricorio,0.6,7.5,3.4, Red,Fire,Flying,[],*1,*0.5,*2,*2,*0.25,*1,*0.5,*1,*0,*1,*1,*0.25,*4,*1,*1,*1,*0.5,*0.5
742,Cutiefly,0.1,0.4,0.2, Yellow,Bug,Fairy,[743],*1,*2,*1,*1,*0.5,*1,*0.25,*2,*0.5,*2,*1,*0.5,*2,*1,*0,*0.5,*2,*1
743,Ribombee,0.2,1.1,0.5, Yellow,Bug,Fairy,[],*1,*2,*1,*1,*0.5,*1,*0.25,*2,*0.5,*2,*1,*0.5,*2,*1,*0,*0.5,*2,*1
744,Rockruff,0.5,20.3,9.2, Brown,Rock,,[745],*0.5,*0.5,*2,*1,*2,*1,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*1,*1,*2,*1
745,Lycanroc,0.8,55.1,25.0, Brown,Rock,,[],*0.5,*0.5,*2,*1,*2,*1,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*1,*1,*2,*1
746,Wishiwashi,,,,,Water,,[],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
747,Mareanie,0.4,17.6,8.0, Blue,Poison,Water,[748],*1,*0.5,*0.5,*2,*1,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*1,*1,*1,*1,*0.5,*0.5
748,Toxapex,0.7,32.0,14.5, Blue,Poison,Water,[],*1,*0.5,*0.5,*2,*1,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*1,*1,*1,*1,*0.5,*0.5
749,Mudbray,1.0,242.5,110.0, Brown,Ground,,[750],*1,*1,*2,*0,*2,*2,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*1,*1,*1,*1
750,Mudsdale,2.5,2028.3,920.0, Brown,Ground,,[],*1,*1,*2,*0,*2,*2,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*1,*1,*1,*1
751,Dewpider,0.3,8.8,4.0, Green,Water,Bug,[752],*1,*1,*0.5,*2,*1,*0.5,*0.5,*1,*0.5,*2,*1,*1,*2,*1,*1,*1,*0.5,*1
752,Araquanid,1.8,180.8,82.0, Green,Water,Bug,[],*1,*1,*0.5,*2,*1,*0.5,*0.5,*1,*0.5,*2,*1,*1,*2,*1,*1,*1,*0.5,*1
753,Fomantis,0.3,3.3,1.5, Pink,Grass,,[754],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
754,Lurantis,0.9,40.8,18.5, Pink,Grass,,[],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
755,Morelull,0.2,3.3,1.5, Purple,Grass,Fairy,[756],*1,*2,*0.5,*0.5,*0.5,*2,*0.5,*4,*0.5,*2,*1,*1,*1,*1,*0,*0.5,*2,*1
756,Shiinotic,1.0,25.4,11.5, Purple,Grass,Fairy,[],*1,*2,*0.5,*0.5,*0.5,*2,*0.5,*4,*0.5,*2,*1,*1,*1,*1,*0,*0.5,*2,*1
757,Salandit,0.6,10.6,4.8, Black,Poison,Fire,[758],*1,*0.5,*2,*1,*0.25,*0.5,*0.5,*0.5,*4,*1,*2,*0.25,*2,*1,*1,*1,*0.5,*0.25
758,Salazzle,1.2,48.9,22.2, Black,Poison,Fire,[],*1,*0.5,*2,*1,*0.25,*0.5,*0.5,*0.5,*4,*1,*2,*0.25,*2,*1,*1,*1,*0.5,*0.25
759,Stufful,0.5,15.0,6.8, Pink,Normal,Fighting,[760],*1,*1,*1,*1,*1,*1,*2,*1,*1,*2,*2,*0.5,*0.5,*0,*1,*0.5,*1,*2
760,Bewear,2.1,297.6,135.0, Pink,Normal,Fighting,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*2,*2,*0.5,*0.5,*0,*1,*0.5,*1,*2
761,Bounsweet,0.3,7.1,3.2, Purple,Grass,,"[762, 763]",*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
762,Steenee,0.7,18.1,8.2, Purple,Grass,,[763],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
763,Tsareena,1.2,47.2,21.4, Purple,Grass,,[],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
764,Comfey,0.1,0.7,0.3, Green,Fairy,,[],*1,*1,*1,*1,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*1,*1,*0,*0.5,*2,*1
765,Oranguru,1.5,167.6,76.0, White,Normal,Psychic,[],*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*2,*1,*0,*1,*2,*1,*1
