Number,Name,Size(m),Weight(lb),Weight(kg),PokedexColor,Type1,Type2,Evolution,NormalDamage,FireDamage,WaterDamage,ElectricDamage,GrassDamage,IceDamage,FightingDamage,PoisonDamage,GroundDamage,FlyingDamage,PsychcDamage,BugDamage,RockDamage,GhostDamage,DragonDamage,DarkDamage,SteelDamage,FairyDamage
766,Passimian,2.0,182.5,82.8, White,Fighting,,[],*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
767,Wimpod,,,,,Bug,Water,[768],*1,*1,*0.5,*2,*1,*0.5,*0.5,*1,*0.5,*2,*1,*1,*2,*1,*1,*1,*0.5,*1
768,Golisopod,,,,,Bug,Water,[],*1,*1,*0.5,*2,*1,*0.5,*0.5,*1,*0.5,*2,*1,*1,*2,*1,*1,*1,*0.5,*1
769,Sandygast,0.5,154.3,70.0, Brown,Ghost,Ground,[770],*0,*1,*2,*0,*2,*2,*0,*0.25,*1,*1,*1,*0.5,*0.5,*2,*1,*2,*1,*1
770,Palossand,1.3,551.2,250.0, Brown,Ghost,Ground,[],*0,*1,*2,*0,*2,*2,*0,*0.25,*1,*1,*1,*0.5,*0.5,*2,*1,*2,*1,*1
771,Pyukumuku,0.3,2.6,1.2, Black,Water,,[],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
772,Type: Null,,,,,Normal,,[773],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
773,Silvally,,,,,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
774,Minior,,,,,Rock,Flying,[],*0.5,*0.5,*2,*2,*1,*2,*1,*0.5,*0,*0.5,*1,*0.5,*2,*1,*1,*1,*2,*1
775,Komala,,,,,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
776,Turtonator,,,,,Fire,Dragon,[],*1,*0.25,*1,*0.5,*0.25,*1,*1,*1,*2,*1,*1,*0.5,*2,*1,*2,*1,*0.5,*1
777,Togedemaru,0.3,7.3,3.3, Gray,Electric,Steel,[],*0.5,*2,*1,*0.5,*0.5,*0.5,*2,*0,*4,*0.25,*0.5,*0.5,*0.5,*1,*0.5,*1,*0.25,*0.5
778,Mimikyu,,,,,Ghost,Fairy,[],*0,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1,*0.25,*1,*2,*0,*1,*2,*1
779,Bruxish,0.9,41.9,19.0, Pink,Water,Psychic,[],*1,*0.5,*0.5,*2,*2,*0.5,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*0.5,*1
780,Drampa,3.0,407.9,185.0, White,Normal,Dragon,[],*1,*0.5,*0.5,*0.5,*0.5,*2,*2,*1,*1,*1,*1,*1,*1,*0,*2,*1,*1,*2
781,Dhelmise,,,,,Ghost,Grass,[],*0,*2,*0.5,*0.5,*0.5,*2,*0,*1,*0.5,*2,*1,*1,*1,*2,*1,*2,*1,*1
782,Jangmo-o,0.6,65.5,29.7, Gray,Dragon,,"[783, 784]",*1,*0.5,*0.5,*0.5,*0.5,*2,*1,*1,*1,*1,*1,*1,*1,*1,*2,*1,*1,*2
783,Hakamo-o,1.2,103.6,47.0, Gray,Dragon,Fighting,[784],*1,*0.5,*0.5,*0.5,*0.5,*2,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*2,*0.5,*1,*4
784,Kommo-o,1.6,172.4,78.2, Gray,Dragon,Fighting,[],*1,*0.5,*0.5,*0.5,*0.5,*2,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*2,*0.5,*1,*4
785,Tapu Koko,1.8,45.2,20.5, Yellow,Electric,Fairy,[],*1,*1,*1,*0.5,*1,*1,*0.5,*2,*2,*0.5,*1,*0.5,*1,*1,*0,*0.5,*1,*1
786,Tapu Lele,1.2,41.0,18.6, Pink,Psychic,Fairy,[],*1,*1,*1,*1,*1,*1,*0.25,*2,*1,*1,*0.5,*1,*1,*2,*0,*1,*2,*1
787,Tapu Bulu,1.9,100.3,45.5, Red,Grass,Fairy,[],*1,*2,*0.5,*0.5,*0.5,*2,*0.5,*4,*0.5,*2,*1,*1,*1,*1,*0,*0.5,*2,*1
788,Tapu Fini,1.3,46.7,21.2, Purple,Water,Fairy,[],*1,*0.5,*0.5,*2,*2,*0.5,*0.5,*2,*1,*1,*1,*0.5,*1,*1,*0,*0.5,*1,*1
789,Cosmog,,,,,Psychic,,"[790, 791, 792]",*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
790,Cosmoem,,,,,Psychic,,"[791, 792]",*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
791,Solgaleo,,,,,Psychic,Steel,[792],*0.5,*2,*1,*1,*0.5,*0.5,*1,*0,*2,*0.5,*0.25,*1,*0.5,*2,*0.5,*2,*0.5,*0.5
792,Lunala,,,,,Psychic,Ghost,[],*0,*1,*1,*1,*1,*1,*0,*0.5,*1,*1,*0.5,*1,*1,*4,*1,*4,*1,*1
793,Nihilego,,,,,Rock,Poison,[],*0.5,*0.5,*2,*1,*1,*1,*1,*0.25,*4,*0.5,*2,*0.5,*1,*1,*1,*1,*2,*0.5
794,Buzzwole,,,,,Bug,Fighting,[],*1,*2,*1,*1,*0.5,*1,*0.5,*1,*0.5,*4,*2,*0.5,*1,*1,*1,*0.5,*1,*2
795,Pheromosa,,,,,Bug,Fighting,[],*1,*2,*1,*1,*0.5,*1,*0.5,*1,*0.5,*4,*2,*0.5,*1,*1,*1,*0.5,*1,*2
796,Xurkitree,,,,,Electric,,[],*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*0.5,*1,*1,*1,*1,*1,*1,*0.5,*1
797,Celesteela,,,,,Steel,Flying,[],*0.5,*2,*1,*2,*0.25,*1,*1,*0,*0,*0.5,*0.5,*0.25,*1,*1,*0.5,*1,*0.5,*0.5
799,Guzzlord,,,,,Dark,Dragon,[],*1,*0.5,*0.5,*0.5,*0.5,*2,*2,*1,*1,*1,*0,*2,*1,*0.5,*2,*0.5,*1,*4
800,Necrozma,2.4,507.1,230.0, Black,Psychic,,[],*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
801,Magearna,,,,,Steel,Fairy,[],*0.5,*2,*1,*1,*0.5,*0.5,*1,*0,*2,*0.5,*0.5,*0.25,*0.5,*1,*0,*0.5,*1,*0.5
802,Marshadow,,,,,Fighting,Ghost,[],*0,*1,*1,*1,*1,*1,*0,*0.5,*1,*2,*2,*0.25,*0.5,*2,*1,*1,*1,*2
803,Poipole,,,,,Poison,,[804],*1,*1,*1,*1,*0.5,*1,*0.5,*0.5,*2,*1,*2,*0.5,*1,*1,*1,*1,*1,*0.5
804,Naganadel,,,,,Poison,Dragon,[],*1,*0.5,*0.5,*0.5,*0.25,*2,*0.5,*0.5,*2,*1,*2,*0.5,*1,*1,*2,*1,*1,*1
805,Stakataka,,,,,Rock,Steel,[],*0.25,*1,*2,*1,*1,*0.5,*4,*0,*4,*0.25,*0.5,*0.5,*0.5,*1,*0.5,*1,*1,*0.5
806,Blacephalon,,,,,Fire,Ghost,[],*0,*0.5,*2,*1,*0.5,*0.5,*0,*0.5,*2,*1,*1,*0.25,*2,*2,*1,*2,*0.5,*0.5
807,Zeraora,,,,,Electric,,[],*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*0.5,*1,*1,*1,*1,*1,*1,*0.5,*1
808,Meltan,,,,,Steel,,[809],*0.5,*2,*1,*1,*0.5,*0.5,*2,*0,*2,*0.5,*0.5,*0.5,*0.5,*1,*0.5,*1,*0.5,*0.5
809,Melmetal,,,,,Steel,,[],*0.5,*2,*1,*1,*0.5,*0.5,*2,*0,*2,*0.5,*0.5,*0.5,*0.5,*1,*0.5,*1,*0.5,*0.5
810,Grookey,0.3,11.0,5.0, Green,Grass,,"[811, 812]",*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
811,Thwackey,0.7,30.9,14.0, Green,Grass,,[812],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
812,Rillaboom,2.1,198.4,90.0, Green,Grass,,[],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
813,Scorbunny,0.3,9.9,4.5, White,Fire,,"[814, 815]",*1,*0.5,*2,*1,*0.5,*0.5,*1,*1,*2,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*0.5
814,Raboot,0.6,19.8,9.0, Gray,Fire,,[815],*1,*0.5,*2,*1,*0.5,*0.5,*1,*1,*2,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*0.5
815,Cinderace,1.4,72.8,33.0, White,Fire,,[],*1,*0.5,*2,*1,*0.5,*0.5,*1,*1,*2,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*0.5
816,Sobble,0.3,8.8,4.0, Blue,Water,,"[817, 818]",*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
817,Drizzile,0.7,25.4,11.5, Blue,Water,,[818],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
818,Inteleon,1.9,99.6,45.2, Blue,Water,,[],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
819,Skwovet,0.3,5.5,2.5, Brown,Normal,,[820],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
820,Greedent,0.6,13.2,6.0, Brown,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
821,Rookidee,0.2,4.0,1.8, Blue,Flying,,"[822, 823]",*1,*1,*1,*2,*0.5,*2,*0.5,*1,*0,*1,*1,*0.5,*2,*1,*1,*1,*1,*1
822,Corvisquire,0.8,35.3,16.0, Blue,Flying,,[823],*1,*1,*1,*2,*0.5,*2,*0.5,*1,*0,*1,*1,*0.5,*2,*1,*1,*1,*1,*1
823,Corviknight,2.2,165.3,75.0, Purple,Flying,Steel,[],*0.5,*2,*1,*2,*0.25,*1,*1,*0,*0,*0.5,*0.5,*0.25,*1,*1,*0.5,*1,*0.5,*0.5
824,Blipbug,0.4,17.6,8.0, Blue,Bug,,"[825, 826]",*1,*2,*1,*1,*0.5,*1,*0.5,*1,*0.5,*2,*1,*1,*2,*1,*1,*1,*1,*1
825,Dottler,0.4,43.0,19.5, Yellow,Bug,Psychic,[826],*1,*2,*1,*1,*0.5,*1,*0.25,*1,*0.5,*2,*0.5,*2,*2,*2,*1,*2,*1,*1
826,Orbeetle,0.4,89.9,40.8, Red,Bug,Psychic,[],*1,*2,*1,*1,*0.5,*1,*0.25,*1,*0.5,*2,*0.5,*2,*2,*2,*1,*2,*1,*1
827,Nickit,0.6,19.6,8.9, Brown,Dark,,[828],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*0,*2,*1,*0.5,*1,*0.5,*1,*2
828,Thievul,1.2,43.9,19.9, Brown,Dark,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*0,*2,*1,*0.5,*1,*0.5,*1,*2
829,Gossifleur,0.4,4.9,2.2, Green,Grass,,[830],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
830,Eldegoss,0.5,5.5,2.5, Green,Grass,,[],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
831,Wooloo,0.6,13.2,6.0, White,Normal,,[832],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
832,Dubwool,1.3,94.8,43.0, White,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
833,Chewtle,0.3,18.7,8.5, Green,Water,,[834],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
834,Drednaw,1.0,254.6,115.5, Green,Water,Rock,[],*0.5,*0.25,*1,*2,*4,*0.5,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1
835,Yamper,0.3,29.8,13.5, Yellow,Electric,,[836],*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*0.5,*1,*1,*1,*1,*1,*1,*0.5,*1
836,Boltund,1.0,75.0,34.0, Yellow,Electric,,[],*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*0.5,*1,*1,*1,*1,*1,*1,*0.5,*1
837,Rolycoly,0.3,26.5,12.0, Black,Rock,,"[838, 839]",*0.5,*0.5,*2,*1,*2,*1,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*1,*1,*2,*1
838,Carkol,1.1,172.0,78.0, Black,Rock,Fire,[839],*0.5,*0.25,*4,*1,*1,*0.5,*2,*0.5,*4,*0.5,*1,*0.5,*2,*1,*1,*1,*1,*0.5
839,Coalossal,2.8,684.5,310.5, Black,Rock,Fire,[],*0.5,*0.25,*4,*1,*1,*0.5,*2,*0.5,*4,*0.5,*1,*0.5,*2,*1,*1,*1,*1,*0.5
840,Applin,0.2,1.1,0.5, Green,Grass,Dragon,"[841, 842]",*1,*1,*0.25,*0.25,*0.25,*4,*1,*2,*0.5,*2,*1,*2,*1,*1,*2,*1,*1,*2
841,Flapple,0.3,2.2,1.0, Green,Grass,Dragon,[842],*1,*1,*0.25,*0.25,*0.25,*4,*1,*2,*0.5,*2,*1,*2,*1,*1,*2,*1,*1,*2
842,Appletun,0.4,28.7,13.0, Green,Grass,Dragon,[],*1,*1,*0.25,*0.25,*0.25,*4,*1,*2,*0.5,*2,*1,*2,*1,*1,*2,*1,*1,*2
843,Silicobra,2.2,16.8,7.6, Green,Ground,,[844],*1,*1,*2,*0,*2,*2,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*1,*1,*1,*1
844,Sandaconda,3.8,144.4,65.5, Green,Ground,,[],*1,*1,*2,*0,*2,*2,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*1,*1,*1,*1
845,Cramorant,,,,,Flying,Water,[],*1,*0.5,*0.5,*4,*1,*1,*0.5,*1,*0,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*1
846,Arrokuda,0.5,2.2,1.0, Brown,Water,,[847],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
847,Barraskewda,1.3,66.1,30.0, Brown,Water,,[],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
848,Toxel,0.4,24.3,11.0, Purple,Electric,Poison,"[849, 849]",*1,*1,*1,*0.5,*0.5,*1,*0.5,*0.5,*4,*0.5,*2,*0.5,*1,*1,*1,*1,*0.5,*0.5
849,Toxtricity,1.6,88.2,40.0, Purple,Electric,Poison,[],*1,*1,*1,*0.5,*0.5,*1,*0.5,*0.5,*4,*0.5,*2,*0.5,*1,*1,*1,*1,*0.5,*0.5
850,Sizzlipede,0.7,2.2,1.0, Red,Fire,Bug,[851],*1,*1,*2,*1,*0.25,*0.5,*0.5,*1,*1,*2,*1,*0.5,*4,*1,*1,*1,*0.5,*0.5
851,Centiskorch,3.0,264.6,120.0, Red,Fire,Bug,[],*1,*1,*2,*1,*0.25,*0.5,*0.5,*1,*1,*2,*1,*0.5,*4,*1,*1,*1,*0.5,*0.5
852,Clobbopus,0.6,8.8,4.0, Brown,Fighting,,[853],*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
853,Grapploct,1.6,86.0,39.0, Blue,Fighting,,[],*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
854,Sinistea,0.1,0.4,0.2, Purple,Ghost,,[855],*0,*1,*1,*1,*1,*1,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*1,*2,*1,*1
856,Hatenna,0.4,7.5,3.4, Pink,Psychic,,"[857, 858]",*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
857,Hattrem,0.6,10.6,4.8, Pink,Psychic,,[858],*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
858,Hatterene,2.1,11.2,5.1, Pink,Psychic,Fairy,[],*1,*1,*1,*1,*1,*1,*0.25,*2,*1,*1,*0.5,*1,*1,*2,*0,*1,*2,*1
859,Impidimp,0.4,12.1,5.5, Pink,Dark,Fairy,"[860, 861]",*1,*1,*1,*1,*1,*1,*1,*2,*1,*1,*0,*1,*1,*0.5,*0,*0.25,*2,*2
860,Morgrem,0.8,27.6,12.5, Pink,Dark,Fairy,[861],*1,*1,*1,*1,*1,*1,*1,*2,*1,*1,*0,*1,*1,*0.5,*0,*0.25,*2,*2
861,Grimmsnarl,1.5,134.5,61.0, Purple,Dark,Fairy,[],*1,*1,*1,*1,*1,*1,*1,*2,*1,*1,*0,*1,*1,*0.5,*0,*0.25,*2,*2
862,Obstagoon,1.6,101.4,46.0, Gray,Dark,Normal,[],*1,*1,*1,*1,*1,*1,*4,*1,*1,*1,*0,*2,*1,*0,*1,*0.5,*1,*2
863,Perrserker,0.8,61.7,28.0, Brown,Steel,,[],*0.5,*2,*1,*1,*0.5,*0.5,*2,*0,*2,*0.5,*0.5,*0.5,*0.5,*1,*0.5,*1,*0.5,*0.5
864,Cursola,1.0,0.9,0.4, White,Ghost,,[],*0,*1,*1,*1,*1,*1,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*1,*2,*1,*1
865,Sirfetch'd,0.8,257.9,117.0, White,Fighting,,[],*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
866,Mr. Rime,1.5,128.3,58.2, Purple,Ice,Psychic,[],*1,*2,*1,*1,*1,*0.5,*1,*1,*1,*1,*0.5,*2,*2,*2,*1,*2,*2,*1
867,Runerigus,,,,,Ground,Ghost,[],*0,*1,*2,*0,*2,*2,*0,*0.25,*1,*1,*1,*0.5,*0.5,*2,*1,*2,*1,*1
868,Milcery,0.2,0.7,0.3, White,Fairy,,[869],*1,*1,*1,*1,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*1,*1,*0,*0.5,*2,*1
869,Alcremie,0.3,1.1,0.5, White,Fairy,,[],*1,*1,*1,*1,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*1,*1,*0,*0.5,*2,*1
870,Falinks,3.0,136.7,62.0, Yellow,Fighting,,[],*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
871,Pincurchin,0.3,2.2,1.0, Purple,Electric,,[],*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*0.5,*1,*1,*1,*1,*1,*1,*0.5,*1
872,Snom,0.3,8.4,3.8, White,Ice,Bug,[873],*1,*4,*1,*1,*0.5,*0.5,*1,*1,*0.5,*2,*1,*1,*4,*1,*1,*1,*2,*1
873,Frosmoth,1.3,92.6,42.0, White,Ice,Bug,[],*1,*4,*1,*1,*0.5,*0.5,*1,*1,*0.5,*2,*1,*1,*4,*1,*1,*1,*2,*1
874,Stonjourner,,,,,Rock,,[],*0.5,*0.5,*2,*1,*2,*1,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*1,*1,*2,*1
875,Eiscue,,,,,Ice,,[],*1,*2,*1,*1,*1,*0.5,*2,*1,*1,*1,*1,*1,*2,*1,*1,*1,*2,*1
876,Indeedee,0.9,61.7,28.0, Purple,Psychic,Normal,[],*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*2,*1,*0,*1,*2,*1,*1
877,Morpeko,,,,,Electric,Dark,[],*1,*1,*1,*0.5,*1,*1,*2,*1,*2,*0.5,*0,*2,*1,*0.5,*1,*0.5,*0.5,*2
878,Cufant,1.2,220.5,100.0, Yellow,Steel,,[879],*0.5,*2,*1,*1,*0.5,*0.5,*2,*0,*2,*0.5,*0.5,*0.5,*0.5,*1,*0.5,*1,*0.5,*0.5
879,Copperajah,3.0,1433.0,650.0, Green,Steel,,[],*0.5,*2,*1,*1,*0.5,*0.5,*2,*0,*2,*0.5,*0.5,*0.5,*0.5,*1,*0.5,*1,*0.5,*0.5
880,Dracozolt,1.8,418.9,190.0, Green,Electric,Dragon,[],*1,*0.5,*0.5,*0.25,*0.5,*2,*1,*1,*2,*0.5,*1,*1,*1,*1,*2,*1,*0.5,*2
881,Arctozolt,2.3,330.7,150.0, Blue,Electric,Ice,[],*1,*2,*1,*0.5,*1,*0.5,*2,*1,*2,*0.5,*1,*1,*2,*1,*1,*1,*1,*1
882,Dracovish,2.3,474.0,215.0, Green,Water,Dragon,[],*1,*0.25,*0.25,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*1,*0.5,*2
883,Arctovish,2.0,385.8,175.0, Blue,Water,Ice,[],*1,*1,*0.5,*2,*2,*0.25,*2,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1
884,Duraludon,1.8,88.2,40.0, White,Steel,Dragon,[],*0.5,*1,*0.5,*0.5,*0.25,*1,*2,*0,*2,*0.5,*0.5,*0.5,*0.5,*1,*1,*1,*0.5,*1
885,Dreepy,0.5,4.4,2.0, Green,Dragon,Ghost,"[886, 887]",*0,*0.5,*0.5,*0.5,*0.5,*2,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*2,*2,*1,*2
886,Drakloak,1.4,24.3,11.0, Green,Dragon,Ghost,[887],*0,*0.5,*0.5,*0.5,*0.5,*2,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*2,*2,*1,*2
887,Dragapult,3.0,110.2,50.0, Green,Dragon,Ghost,[],*0,*0.5,*0.5,*0.5,*0.5,*2,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*2,*2,*1,*2
888,Zacian,2.8,242.5,110.0, Blue,Fairy,,[],*1,*1,*1,*1,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*1,*1,*0,*0.5,*2,*1
889,Zamazenta,2.9,463.0,210.0, Red,Fighting,,[],*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
890,Eternatus,,,,,Poison,Dragon,[],*1,*0.5,*0.5,*0.5,*0.25,*2,*0.5,*0.5,*2,*1,*2,*0.5,*1,*1,*2,*1,*1,*1
891,Kubfu,,,,,Fighting,,"[891, 892, 892]",*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
892,Urshifu,1.9,231.5,105.0, Gray,Fighting,Dark,"[891, 892, 892, 892]",*1,*1,*1,*1,*1,*1,*2,*1,*1,*2,*0,*1,*0.5,*0.5,*1,*0.25,*1,*4
893,Zarude,,,,,Dark,Grass,"[893, 893]",*1,*2,*0.5,*0.5,*0.5,*2,*2,*2,*0.5,*2,*0,*4,*1,*0.5,*1,*0.5,*1,*2
894,Regieleki,,,,,Electric,,[894],*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*0.5,*1,*1,*1,*1,*1,*1,*0.5,*1
895,Regidrago,,,,,Dragon,,[895],*1,*0.5,*0.5,*0.5,*0.5,*2,*1,*1,*1,*1,*1,*1,*1,*1,*2,*1,*1,*2
896,Glastrier,,,,,Ice,,[896],*1,*2,*1,*1,*1,*0.5,*2,*1,*1,*1,*1,*1,*2,*1,*1,*1,*2,*1
897,Spectrier,,,,,Ghost,,[897],*0,*1,*1,*1,*1,*1,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*1,*2,*1,*1
898,Calyrex,1.1,17.0,7.7, Green,Psychic,Grass,"[898, 898]",*1,*2,*0.5,*0.5,*0.5,*2,*0.5,*2,*0.5,*2,*0.5,*4,*1,*2,*1,*2,*1,*1
